Name,EndsVowel,EndsA,LenGt5,StartsVowel,HasY,IsFemale
Barb,0,0,0,0,0,1
Hendrik,0,0,1,0,0,0
Christofer,0,0,1,0,0,0
Desirae,1,0,1,0,0,1
Pieter,0,0,1,0,0,0
Lanita,1,1,1,0,0,1
Fredrika,1,1,1,0,0,1
Malkah,0,0,1,0,0,1
Othello,0,0,1,1,0,0
Siana,1,1,0,0,0,1
Mari,1,0,0,0,0,1
Truman,0,0,1,0,0,0
Ashly,0,0,0,1,1,1
Suzy,0,0,0,0,1,1
Kit,0,0,0,0,0,0
Adaline,1,0,1,1,0,1
Jorge,1,0,0,0,0,0
Starla,1,1,1,0,0,1
Patrik,0,0,1,0,0,0
Minetta,1,1,1,0,0,1
Seamus,0,0,1,0,0,0
Celle,1,0,0,0,0,1
Red,0,0,0,0,0,0
Adel,0,0,0,1,0,1
Bobine,1,0,1,0,0,1
Chryste,1,0,1,0,1,1
Elladine,1,0,1,1,0,1
Clarice,1,0,1,0,0,1
Lilian,0,0,1,0,0,1
Theophyllus,0,0,1,0,1,0
Corette,1,0,1,0,0,1
Lazlo,0,0,0,0,0,0
Blaire,1,0,1,0,0,1
Woochang,0,0,1,0,0,0
Veronique,1,0,1,0,0,1
Elli,1,0,0,1,0,1
Jessee,1,0,1,0,0,0
Giovanne,1,0,1,0,0,0
Ketty,0,0,0,0,1,1
Wallas,0,0,1,0,0,0
Brandais,0,0,1,0,0,1
Katleen,0,0,1,0,0,1
Frayda,1,1,1,0,1,1
Cathryn,0,0,1,0,1,1
Luce,0,0,0,0,0,0
Vinita,1,1,1,0,0,1
Marja,1,1,0,0,0,1
Amabelle,1,0,1,1,0,1
Erminia,1,1,1,1,0,1
Ted,0,0,0,0,0,0
Hyman,0,0,0,0,1,0
Michaella,1,1,1,0,0,1
Zebedee,1,0,1,0,0,0
Melicent,0,0,1,0,0,1
Laure,1,0,0,0,0,1
Lurette,1,0,1,0,0,1
Rasla,1,1,0,0,0,1
Sylvester,0,0,1,0,1,0
Jefferson,0,0,1,0,0,0
Cynthia,1,1,1,0,1,1
Natasha,1,1,1,0,0,1
Griselda,1,1,1,0,0,1
Wilbert,0,0,1,0,0,0
Teresa,1,1,1,0,0,1
Lynda,1,1,0,0,1,1
Luisa,1,1,0,0,0,1
Sonny,0,0,0,0,1,1
Darian,0,0,1,0,0,0
Marissa,1,1,1,0,0,1
Hiro,0,0,0,0,0,0
Vonni,1,0,0,0,0,1
Roy,0,0,0,0,1,0
Dario,0,0,0,0,0,0
Gianina,1,1,1,0,0,1
Chaim,0,0,0,0,0,0
Liuka,1,1,0,0,0,1
Adam,0,0,0,1,0,0
Caralie,1,0,1,0,0,1
Jemima,1,1,1,0,0,1
Aile,0,0,0,1,0,1
Trevar,0,0,1,0,0,0
Ardyce,1,0,1,1,1,1
Jules,0,0,0,0,0,0
Jackie,1,0,1,0,0,1
Ozzie,1,0,0,1,0,0
Arthur,0,0,1,1,0,0
Lizabeth,0,0,1,0,0,1
Michel,0,0,1,0,0,1
Ronda,1,1,0,0,0,1
Mortie,1,0,1,0,0,0
Leona,1,1,0,0,0,1
Lishe,1,0,0,0,0,1
Virgie,1,0,1,0,0,0
Carolyne,1,0,1,0,1,1
Pedro,0,0,0,0,0,0
Troy,0,0,0,0,1,0
Kevyn,0,0,0,0,1,1
Prudence,1,0,1,0,0,1
Elias,0,0,0,1,0,0
Ricki,1,0,0,0,0,0
Garrott,0,0,1,0,0,0
Apollo,0,0,1,1,0,0
Elmore,1,0,1,1,0,0
Weider,0,0,1,0,0,0
Wildon,0,0,1,0,0,0
Barnabas,0,0,1,0,0,0
Yves,0,0,0,1,1,0
Stevana,1,1,1,0,0,1
Pen,0,0,0,0,0,1
Alina,1,1,0,1,0,1
Amara,1,1,0,1,0,1
Wes,0,0,0,0,0,0
Cam,0,0,0,0,0,0
Ardelle,1,0,1,1,0,1
Mendie,1,0,1,0,0,0
Jacky,0,0,0,0,1,1
Jordain,0,0,1,0,0,1
Berke,1,0,0,0,0,0
Elfreda,1,1,1,1,0,1
Bernadina,1,1,1,0,0,1
Ephrayim,0,0,1,1,1,0
Oren,0,0,0,1,0,0
Jane,0,0,0,0,0,1
Angelle,1,0,1,1,0,1
Mae,0,0,0,0,0,1
Genny,0,0,0,0,1,1
Jamey,0,0,0,0,1,0
Silvester,0,0,1,0,0,0
Dorian,0,0,1,0,0,0
Minni,1,0,0,0,0,1
Constancia,1,1,1,0,0,1
Josy,0,0,0,0,1,1
Judah,0,0,0,0,0,0
Carina,1,1,1,0,0,1
Biff,0,0,0,0,0,0
Emilee,1,0,1,1,0,1
Charmine,1,0,1,0,0,1
Marcia,1,1,1,0,0,1
Odette,1,0,1,1,0,1
Karole,1,0,1,0,0,1
Dasi,1,0,0,0,0,1
Bethanne,1,0,1,0,0,1
Kelley,0,0,1,0,1,1
Verney,0,0,1,0,1,0
Di,1,0,0,0,0,1
Samuella,1,1,1,0,0,1
Sara-Ann,0,0,1,0,0,1
Ernie,1,0,0,1,0,0
Silvia,1,1,1,0,0,1
Zonnya,1,1,1,0,1,1
Almire,1,0,1,1,0,1
Rania,1,1,0,0,0,1
Farra,1,1,0,0,0,1
Marten,0,0,1,0,0,0
Salli,1,0,0,0,0,1
Shamus,0,0,1,0,0,0
Steven,0,0,1,0,0,0
Sibylle,1,0,1,0,1,1
Mitchel,0,0,1,0,0,0
Lucina,1,1,1,0,0,1
Shirley,0,0,1,0,1,1
Stanfield,0,0,1,0,0,0
Meredithe,1,0,1,0,0,1
Gwyneth,0,0,1,0,1,1
Loralyn,0,0,1,0,1,1
Duffy,0,0,0,0,1,0
Oprah,0,0,0,1,0,1
Pam,0,0,0,0,0,1
Gwendolen,0,0,1,0,0,1
Kora,1,1,0,0,0,1
Chastity,0,0,1,0,1,1
Nidia,1,1,0,0,0,1
Kiersten,0,0,1,0,0,1
Sylvan,0,0,1,0,1,0
Quint,0,0,0,0,0,0
Muffin,0,0,1,0,0,1
Broderic,0,0,1,0,0,0
Galen,0,0,0,0,0,0
Odetta,1,1,1,1,0,1
Anurag,0,0,1,1,0,0
Maryrose,1,0,1,0,1,1
Marilu,0,0,1,0,0,0
Ellis,0,0,0,1,0,0
Agustin,0,0,1,1,0,0
Lefty,0,0,0,0,1,0
Ronny,0,0,0,0,1,1
Winthrop,0,0,1,0,0,0
Srinivas,0,0,1,0,0,0
Mortimer,0,0,1,0,0,0
Carroll,0,0,1,0,0,0
Ali,1,0,0,1,0,0
Brett,0,0,0,0,0,0
Cathrine,1,0,1,0,0,1
Adrian,0,0,1,1,0,1
Camala,1,1,1,0,0,1
Odelinda,1,1,1,1,0,1
Esme,0,0,0,1,0,1
Cristionna,1,1,1,0,0,1
Lindsey,0,0,1,0,1,0
Durant,0,0,1,0,0,0
Fletch,0,0,1,0,0,0
Shelbi,1,0,1,0,0,1
Hubert,0,0,1,0,0,0
Goose,1,0,0,0,0,0
Cher,0,0,0,0,0,1
Erl,0,0,0,1,0,0
Giovanni,1,0,1,0,0,0
Torrence,1,0,1,0,0,0
Gretchen,0,0,1,0,0,1
Hervey,0,0,1,0,1,0
Estele,1,0,1,1,0,1
Osborne,1,0,1,1,0,0
Ali,1,0,0,1,0,1
Arabelle,1,0,1,1,0,1
Francis,0,0,1,0,0,0
Ame,0,0,0,1,0,1
Mandi,1,0,0,0,0,1
Dickey,0,0,1,0,1,0
Shelley,0,0,1,0,1,0
Tristan,0,0,1,0,0,0
Adolf,0,0,0,1,0,0
Bernadene,1,0,1,0,0,1
Lydie,1,0,0,0,1,1
Hynda,1,1,0,0,1,1
Guthrie,1,0,1,0,0,0
Gerrie,1,0,1,0,0,1
Hagan,0,0,0,0,0,0
Karina,1,1,1,0,0,1
George,1,0,1,0,0,0
Delila,1,1,1,0,0,1
Farrah,0,0,1,0,0,1
Twila,1,1,0,0,0,1
Maegan,0,0,1,0,0,1
Aristotle,1,0,1,1,0,0
Avrom,0,0,0,1,0,0
Xaviera,1,1,1,0,0,1
Churchill,0,0,1,0,0,0
Marietta,1,1,1,0,0,1
Nathalia,1,1,1,0,0,1
Yale,0,0,0,1,1,0
Eleanor,0,0,1,1,0,1
Ericka,1,1,1,1,0,1
Pearce,1,0,1,0,0,0
Johan,0,0,0,0,0,0
Katy,0,0,0,0,1,1
Fayette,1,0,1,0,1,1
Pavel,0,0,0,0,0,0
Sydney,0,0,1,0,1,1
Spiros,0,0,1,0,0,0
Chandler,0,0,1,0,0,0
Tremain,0,0,1,0,0,0
Mandy,0,0,0,0,1,1
Zollie,1,0,1,0,0,0
Gypsy,0,0,0,0,1,1
Temp,0,0,0,0,0,0
Katee,1,0,0,0,0,1
Daloris,0,0,1,0,0,1
Joice,1,0,0,0,0,1
Tracy,0,0,0,0,1,0
Morgana,1,1,1,0,0,1
Kala,1,1,0,0,0,1
Griff,0,0,0,0,0,0
Garcon,0,0,1,0,0,0
Fawnia,1,1,1,0,0,1
Tull,0,0,0,0,0,0
Sande,1,0,0,0,0,1
Elita,1,1,0,1,0,1
Nellie,1,0,1,0,0,1
Leigh,0,0,0,0,0,1
Rowland,0,0,1,0,0,0
Celeste,1,0,1,0,0,1
Goldy,0,0,0,0,1,1
Rice,0,0,0,0,0,0
Lamb,0,0,0,0,0,1
Pete,0,0,0,0,0,0
Deana,1,1,0,0,0,1
Marylou,0,0,1,0,1,1
Grayce,1,0,1,0,1,1
Sarette,1,0,1,0,0,1
Cat,0,0,0,0,0,0
Sarita,1,1,1,0,0,1
Ashley,0,0,1,1,1,1
Che,0,0,0,0,0,0
Giffy,0,0,0,0,1,0
Whit,0,0,0,0,0,0
Kenneth,0,0,1,0,0,0
Michaela,1,1,1,0,0,1
Gail,0,0,0,0,0,0
Dania,1,1,0,0,0,1
Lucille,1,0,1,0,0,1
Austine,1,0,1,1,0,1
Dominique,1,0,1,0,0,1
Vi,1,0,0,0,0,1
Zebulen,0,0,1,0,0,0
Dori,1,0,0,0,0,1
Burton,0,0,1,0,0,0
Adolphus,0,0,1,1,0,0
Conni,1,0,0,0,0,1
Dorree,1,0,1,0,0,1
Angel,0,0,0,1,0,1
Cherrita,1,1,1,0,0,1
Elijah,0,0,1,1,0,0
Jacqueline,1,0,1,0,0,1
Lucilia,1,1,1,0,0,1
Benjamin,0,0,1,0,0,0
Sawyere,1,0,1,0,1,0
Rosalinda,1,1,1,0,0,1
Romy,0,0,0,0,1,1
Rowe,0,0,0,0,0,1
Alessandro,0,0,1,1,0,0
Rollo,0,0,0,0,0,0
Harley,0,0,1,0,1,1
Isador,0,0,1,1,0,1
Nevin,0,0,0,0,0,0
Jerri,1,0,0,0,0,0
Alethea,1,1,1,1,0,1
Hedda,1,1,0,0,0,1
Terza,1,1,0,0,0,1
Hetti,1,0,0,0,0,1
Myriam,0,0,1,0,1,1
Casia,1,1,0,0,0,1
Ursola,1,1,1,1,0,1
Witty,0,0,0,0,1,0
Dana,1,1,0,0,0,0
Alwin,0,0,0,1,0,0
Gray,0,0,0,0,1,1
Clari,1,0,0,0,0,1
Torrance,1,0,1,0,0,0
Rosanna,1,1,1,0,0,1
Kirk,0,0,0,0,0,0
Gustavus,0,0,1,0,0,0
Trever,0,0,1,0,0,0
Ina,1,1,0,1,0,1
Ventura,1,1,1,0,0,1
Moya,1,1,0,0,1,1
Dede,0,0,0,0,0,1
Carline,1,0,1,0,0,1
Reyna,1,1,0,0,1,1
Farand,0,0,1,0,0,1
Sonia,1,1,0,0,0,1
Jennee,1,0,1,0,0,1
Cornela,1,1,1,0,0,1
Sam,0,0,0,0,0,0
Gibb,0,0,0,0,0,0
Sansone,1,0,1,0,0,0
Lorilyn,0,0,1,0,1,1
Jeane,1,0,0,0,0,1
Jaymee,1,0,1,0,1,1
Eric,0,0,0,1,0,0
Trude,1,0,0,0,0,1
Tadeas,0,0,1,0,0,0
Truda,1,1,0,0,0,1
Philipa,1,1,1,0,0,1
Augie,1,0,0,1,0,0
Katheleen,0,0,1,0,0,1
Raquel,0,0,1,0,0,1
Abraham,0,0,1,1,0,0
Way,0,0,0,0,1,0
Evvie,1,0,0,1,0,1
Berget,0,0,1,0,0,1
Valencia,1,1,1,0,0,1
Michelle,1,0,1,0,0,1
Jennilee,1,0,1,0,0,1
Aurie,1,0,0,1,0,1
Karrah,0,0,1,0,0,1
Filia,1,1,0,0,0,1
Avram,0,0,0,1,0,0
Kakalina,1,1,1,0,0,1
Thayne,1,0,1,0,1,0
Latrina,1,1,1,0,0,1
Elberta,1,1,1,1,0,1
Marabel,0,0,1,0,0,1
Nannie,1,0,1,0,0,1
Kent,0,0,0,0,0,0
Isidore,1,0,1,1,0,0
Doralynne,1,0,1,0,1,1
Terrance,1,0,1,0,0,0
Sterling,0,0,1,0,0,0
Ula,1,1,0,1,0,1
Rosalyn,0,0,1,0,1,1
Dale,0,0,0,0,0,1
Axel,0,0,0,1,0,0
Roobbie,1,0,1,0,0,1
Tildi,1,0,0,0,0,1
Godfree,1,0,1,0,0,0
Kenyon,0,0,1,0,1,0
Lorne,1,0,0,0,0,1
Quinn,0,0,0,0,0,0
Cristen,0,0,1,0,0,1
Marge,1,0,0,0,0,1
Callie,1,0,1,0,0,1
Hoyt,0,0,0,0,1,0
Elisa,1,1,0,1,0,1
Harley,0,0,1,0,1,0
Melba,1,1,0,0,0,1
Kenna,1,1,0,0,0,1
Blake,1,0,0,0,0,1
Arlo,0,0,0,1,0,0
Ethelred,0,0,1,1,0,0
Kylen,0,0,0,0,1,1
Holly,0,0,0,0,1,1
Kira,1,1,0,0,0,1
Sheena,1,1,1,0,0,1
Jewelle,1,0,1,0,0,1
Shelagh,0,0,1,0,0,1
Eula,1,1,0,1,0,1
Hesther,0,0,1,0,0,1
Helga,1,1,0,0,0,1
Charline,1,0,1,0,0,1
Nonna,1,1,0,0,0,1
Annabel,0,0,1,1,0,1
Mel,0,0,0,0,0,0
Bebe,0,0,0,0,0,1
Hollyanne,1,0,1,0,1,1
Michelina,1,1,1,0,0,1
Gay,0,0,0,0,1,1
Gale,0,0,0,0,0,1
Donni,1,0,0,0,0,1
Claire,1,0,1,0,0,1
Connor,0,0,1,0,0,0
Wally,0,0,0,0,1,1
Jacques,0,0,1,0,0,0
Clea,1,1,0,0,0,1
Konrad,0,0,1,0,0,0
Terence,1,0,1,0,0,0
Kalvin,0,0,1,0,0,0
Dannye,1,0,1,0,1,1
Gwendolyn,0,0,1,0,1,1
Annecorinne,1,0,1,1,0,1
Herta,1,1,0,0,0,1
Margaretha,1,1,1,0,0,1
Cammy,0,0,0,0,1,1
Nils,0,0,0,0,0,0
Norwood,0,0,1,0,0,0
Ertha,1,1,0,1,0,1
Jaclyn,0,0,1,0,1,1
Stevena,1,1,1,0,0,1
Nela,1,1,0,0,0,1
Fairfax,0,0,1,0,0,0
Michail,0,0,1,0,0,0
Russ,0,0,0,0,0,0
Urbanus,0,0,1,1,0,0
Stefano,0,0,1,0,0,0
Ilise,1,0,0,1,0,1
Sax,0,0,0,0,0,0
Lonee,1,0,0,0,0,1
Jeramie,1,0,1,0,0,0
Mikako,0,0,1,0,0,1
Drew,0,0,0,0,0,1
Lonnie,1,0,1,0,0,0
Crissie,1,0,1,0,0,1
Hermon,0,0,1,0,0,0
Alfredo,0,0,1,1,0,0
Abagail,0,0,1,1,0,1
Nero,0,0,0,0,0,0
Valene,1,0,1,0,0,1
Allina,1,1,1,1,0,1
Willie,1,0,1,0,0,1
Petunia,1,1,1,0,0,1
Obie,0,0,0,1,0,0
Tobie,1,0,0,0,0,1
Carolyn,0,0,1,0,1,1
Madelene,1,0,1,0,0,1
Madelina,1,1,1,0,0,1
Caryl,0,0,0,0,1,0
Flor,0,0,0,0,0,1
Gredel,0,0,1,0,0,1
Canada,1,1,1,0,0,1
Olag,0,0,0,1,0,0
Mirelle,1,0,1,0,0,1
Laina,1,1,0,0,0,1
Elsy,0,0,0,1,1,1
Reba,1,1,0,0,0,1
April,0,0,0,1,0,1
Eleni,1,0,0,1,0,1
Valina,1,1,1,0,0,1
Eddy,0,0,0,1,1,0
Wheeler,0,0,1,0,0,0
Smitty,0,0,1,0,1,0
Marta,1,1,0,0,0,1
Doyle,1,0,0,0,1,0
Karissa,1,1,1,0,0,1
Nada,1,1,0,0,0,1
Leonardo,0,0,1,0,0,0
Emelia,1,1,1,1,0,1
Matteo,0,0,1,0,0,0
Ana,1,1,0,1,0,1
Trenna,1,1,1,0,0,1
Oliy,0,0,0,1,1,1
Maisie,1,0,1,0,0,1
Celine,1,0,1,0,0,1
Maritsa,1,1,1,0,0,1
Britani,1,0,1,0,0,1
Minda,1,1,0,0,0,1
Ilene,1,0,0,1,0,1
Belia,1,1,0,0,0,1
Kat,0,0,0,0,0,1
Baron,0,0,0,0,0,0
Lind,0,0,0,0,0,1
Yoshi,1,0,0,1,1,1
Tiphany,0,0,1,0,1,1
Derron,0,0,1,0,0,0
Powell,0,0,1,0,0,0
Alford,0,0,1,1,0,0
Giovanna,1,1,1,0,0,1
Arvind,0,0,1,1,0,0
Pat,0,0,0,0,0,0
Clinton,0,0,1,0,0,0
Mariette,1,0,1,0,0,1
Edythe,1,0,1,1,1,1
Tabby,0,0,0,0,1,1
Constantina,1,1,1,0,0,1
Thibaut,0,0,1,0,0,0
Dunstan,0,0,1,0,0,0
Breena,1,1,1,0,0,1
Karlee,1,0,1,0,0,1
Malina,1,1,1,0,0,1
Germaine,1,0,1,0,0,0
Morris,0,0,1,0,0,0
Lenora,1,1,1,0,0,1
Vance,1,0,0,0,0,0
Nerti,1,0,0,0,0,1
Marley,0,0,1,0,1,1
Leena,1,1,0,0,0,1
Armando,0,0,1,1,0,0
Smith,0,0,0,0,0,0
Adelice,1,0,1,1,0,1
Ethan,0,0,0,1,0,0
Colly,0,0,0,0,1,1
Tad,0,0,0,0,0,0
Silva,1,1,0,0,0,1
Danie,1,0,0,0,0,0
Sherry,0,0,1,0,1,1
Rivi,1,0,0,0,0,1
Rutherford,0,0,1,0,0,0
Janella,1,1,1,0,0,1
Guy,0,0,0,0,1,0
Aubrey,0,0,1,1,1,1
Millie,1,0,1,0,0,1
Levon,0,0,0,0,0,0
Issy,0,0,0,1,1,1
Cherye,1,0,1,0,1,1
Lisa,1,1,0,0,0,1
Frankie,1,0,1,0,0,0
Alyse,1,0,0,1,1,1
Elene,1,0,0,1,0,1
Jim,0,0,0,0,0,0
Kelcie,1,0,1,0,0,1
Roch,0,0,0,0,0,1
Vaughn,0,0,1,0,0,0
Berte,1,0,0,0,0,1
David,0,0,0,0,0,0
Hasheem,0,0,1,0,0,0
Tam,0,0,0,0,0,0
Noah,0,0,0,0,0,0
Maximilien,0,0,1,0,0,0
Vasily,0,0,1,0,1,0
Hillard,0,0,1,0,0,0
Kaia,1,1,0,0,0,1
Atlanta,1,1,1,1,0,1
Marjie,1,0,1,0,0,1
Philippine,1,0,1,0,0,1
Phyllis,0,0,1,0,1,1
Meg,0,0,0,0,0,1
Elwood,0,0,1,1,0,0
Aida,1,1,0,1,0,1
Mac,0,0,0,0,0,0
Madona,1,1,1,0,0,1
Elvira,1,1,1,1,0,1
Molly,0,0,0,0,1,1
Gus,0,0,0,0,0,0
Annadiana,1,1,1,1,0,1
Freida,1,1,1,0,0,1
Lana,1,1,0,0,0,1
Bunnie,1,0,1,0,0,1
Towney,0,0,1,0,1,0
Levi,1,0,0,0,0,0
Yolanda,1,1,1,1,1,1
Maxim,0,0,0,0,0,0
Penrod,0,0,1,0,0,0
Nollie,1,0,1,0,0,1
Nata,1,1,0,0,0,1
Heath,0,0,0,0,0,0
Geri,1,0,0,0,0,1
Nyssa,1,1,0,0,1,1
Jan,0,0,0,0,0,0
Inigo,0,0,0,1,0,0
Dacy,0,0,0,0,1,1
Jody,0,0,0,0,1,0
Esmerelda,1,1,1,1,0,1
Tiler,0,0,0,0,0,0
Clement,0,0,1,0,0,0
Cammy,0,0,0,0,1,0
Neall,0,0,0,0,0,0
Aldis,0,0,0,1,0,0
Blondell,0,0,1,0,0,1
Raphael,0,0,1,0,0,0
Nil,0,0,0,0,0,1
Maurene,1,0,1,0,0,1
Kaja,1,1,0,0,0,1
Fergus,0,0,1,0,0,0
Alysa,1,1,0,1,1,1
Josefa,1,1,1,0,0,1
Alanah,0,0,1,1,0,1
Marinna,1,1,1,0,0,1
Tiffani,1,0,1,0,0,1
Moishe,1,0,1,0,0,0
Nisse,1,0,0,0,0,1
Valdemar,0,0,1,0,0,0
Fletcher,0,0,1,0,0,0
Josefina,1,1,1,0,0,1
Quintus,0,0,1,0,0,0
Ansel,0,0,0,1,0,0
Garth,0,0,0,0,0,0
Melessa,1,1,1,0,0,1
Edeline,1,0,1,1,0,1
Gallagher,0,0,1,0,0,0
Yance,1,0,0,1,1,0
Bonita,1,1,1,0,0,1
Celene,1,0,1,0,0,1
Lou,0,0,0,0,0,0
Ajai,1,0,0,1,0,0
Anthea,1,1,1,1,0,1
Sibbie,1,0,1,0,0,1
Bryana,1,1,1,0,1,1
May,0,0,0,0,1,1
Wittie,1,0,1,0,0,0
Gustie,1,0,1,0,0,1
Adelle,1,0,1,1,0,1
Sofia,1,1,0,0,0,1
Andre,1,0,0,1,0,0
Sheila-Kathryn,0,0,1,0,1,1
Drea,1,1,0,0,0,1
Essie,1,0,0,1,0,1
Stacia,1,1,1,0,0,1
Tobiah,0,0,1,0,0,0
Emile,1,0,0,1,0,0
Umberto,0,0,1,1,0,0
Marybelle,1,0,1,0,1,1
Stella,1,1,1,0,0,1
Edyth,0,0,0,1,1,1
Lavinie,1,0,1,0,0,1
Mahalia,1,1,1,0,0,1
Oralle,1,0,1,1,0,1
Gino,0,0,0,0,0,0
Klarika,1,1,1,0,0,1
Katerine,1,0,1,0,0,1
Helena,1,1,1,0,0,1
Tommy,0,0,0,0,1,0
Roderigo,0,0,1,0,0,0
Lisetta,1,1,1,0,0,1
Susanetta,1,1,1,0,0,1
Gabbi,1,0,0,0,0,1
Isadore,1,0,1,1,0,0
Rufus,0,0,0,0,0,0
Eddie,1,0,0,1,0,1
Heddi,1,0,0,0,0,1
Willa,1,1,0,0,0,1
Alys,0,0,0,1,1,1
Scottie,1,0,1,0,0,0
Mead,0,0,0,0,0,1
Junie,1,0,0,0,0,1
Tray,0,0,0,0,1,0
Mahesh,0,0,1,0,0,0
Turner,0,0,1,0,0,0
Durand,0,0,1,0,0,0
Reynold,0,0,1,0,1,0
Merell,0,0,1,0,0,0
Billy,0,0,0,0,1,0
Wren,0,0,0,0,0,1
Fremont,0,0,1,0,0,0
Olympia,1,1,1,1,1,1
Morlee,1,0,1,0,0,1
Bidget,0,0,1,0,0,1
Jephthah,0,0,1,0,0,0
Bryn,0,0,0,0,1,1
Rickie,1,0,1,0,0,1
Ignatius,0,0,1,1,0,0
Angelo,0,0,1,1,0,0
Reeva,1,1,0,0,0,1
Alex,0,0,0,1,0,0
Lukas,0,0,0,0,0,0
Hanni,1,0,0,0,0,1
Burt,0,0,0,0,0,0
Genni,1,0,0,0,0,1
Barret,0,0,1,0,0,0
Flint,0,0,0,0,0,0
Lorine,1,0,1,0,0,1
Trudey,0,0,1,0,1,1
Effie,1,0,0,1,0,1
Viola,1,1,0,0,0,1
Inglebert,0,0,1,1,0,0
Ilana,1,1,0,1,0,1
Nike,0,0,0,0,0,1
Lorianna,1,1,1,0,0,1
Geri,1,0,0,0,0,0
Allissa,1,1,1,1,0,1
Vincent,0,0,1,0,0,0
Esmeralda,1,1,1,1,0,1
Donald,0,0,1,0,0,0
Haven,0,0,0,0,0,0
Rowena,1,1,1,0,0,1
Florian,0,0,1,0,0,0
Donnie,1,0,1,0,0,0
Rusty,0,0,0,0,1,0
Shannon,0,0,1,0,0,0
Idelle,1,0,1,1,0,1
Euclid,0,0,1,1,0,0
Sharona,1,1,1,0,0,1
Robina,1,1,1,0,0,1
Nanice,1,0,1,0,0,1
Babette,1,0,1,0,0,1
Isabelita,1,1,1,1,0,1
Glenna,1,1,1,0,0,1
Osbourn,0,0,1,1,0,0
Kessia,1,1,1,0,0,1
Levin,0,0,0,0,0,0
Miguel,0,0,1,0,0,0
Gilligan,0,0,1,0,0,1
Stephen,0,0,1,0,0,0
Tomas,0,0,0,0,0,0
Easter,0,0,1,1,0,1
Easton,0,0,1,1,0,0
Fifine,1,0,1,0,0,1
Charmain,0,0,1,0,0,1
Tamarah,0,0,1,0,0,1
Mic,0,0,0,0,0,0
Margaret,0,0,1,0,0,1
Nanon,0,0,0,0,0,1
Greg,0,0,0,0,0,0
Rutledge,1,0,1,0,0,0
Ediva,1,1,0,1,0,1
Jandy,0,0,0,0,1,1
Mauricio,0,0,1,0,0,0
Brandi,1,0,1,0,0,1
Frederic,0,0,1,0,0,0
Roselia,1,1,1,0,0,1
Katlin,0,0,1,0,0,1
Torre,1,0,0,0,0,0
Aaron,0,0,0,1,0,0
Kailey,0,0,1,0,1,1
Cleveland,0,0,1,0,0,0
Mairead,0,0,1,0,0,1
Audry,0,0,0,1,1,1
Marcille,1,0,1,0,0,1
Katheryn,0,0,1,0,1,1
Willamina,1,1,1,0,0,1
Grant,0,0,0,0,0,0
Moria,1,1,0,0,0,1
Perrine,1,0,1,0,0,1
Cary,0,0,0,0,1,1
Margret,0,0,1,0,0,1
Davoud,0,0,1,0,0,0
Wally,0,0,0,0,1,0
Sanford,0,0,1,0,0,0
Esme,0,0,0,1,0,0
Thomasine,1,0,1,0,0,1
Gayle,1,0,0,0,1,1
Burgess,0,0,1,0,0,0
Ketti,1,0,0,0,0,1
Vaclav,0,0,1,0,0,0
Francisco,0,0,1,0,0,0
Josephine,1,0,1,0,0,1
Jessey,0,0,1,0,1,0
Leola,1,1,0,0,0,1
Fabian,0,0,1,0,0,0
Juditha,1,1,1,0,0,1
Tate,0,0,0,0,0,0
Lucas,0,0,0,0,0,0
Perceval,0,0,1,0,0,0
Garrot,0,0,1,0,0,0
Michell,0,0,1,0,0,1
Tamara,1,1,1,0,0,1
Ceciley,0,0,1,0,1,1
Nico,0,0,0,0,0,0
Brandy,0,0,1,0,1,0
Ingunna,1,1,1,1,0,1
Ibby,0,0,0,1,1,1
Shellie,1,0,1,0,0,1
Juliane,1,0,1,0,0,1
Salome,1,0,1,0,0,1
Alvinia,1,1,1,1,0,1
Katrina,1,1,1,0,0,1
Binni,1,0,0,0,0,1
Robena,1,1,1,0,0,1
Kass,0,0,0,0,0,1
Rocky,0,0,0,0,1,0
Tricia,1,1,1,0,0,1
Cob,0,0,0,0,0,0
Gayle,1,0,0,0,1,0
Gene,0,0,0,0,0,0
Aziz,0,0,0,1,0,0
Susy,0,0,0,0,1,1
Moyna,1,1,0,0,1,1
Lorenzo,0,0,1,0,0,0
Nell,0,0,0,0,0,1
Bria,1,1,0,0,0,1
Hartley,0,0,1,0,1,0
Jimmie,1,0,1,0,0,0
Emmy,0,0,0,1,1,1
Jorry,0,0,0,0,1,1
Piggy,0,0,0,0,1,0
Mellissa,1,1,1,0,0,1
Ariana,1,1,1,1,0,1
Darrick,0,0,1,0,0,0
Danette,1,0,1,0,0,1
Averil,0,0,1,1,0,1
Nevile,1,0,1,0,0,0
Dynah,0,0,0,0,1,1
Tracie,1,0,1,0,0,1
Whitney,0,0,1,0,1,1
Willyt,0,0,1,0,1,1
Krista,1,1,1,0,0,1
Wynn,0,0,0,0,1,1
Phyllys,0,0,1,0,1,1
Alfred,0,0,1,1,0,0
Emeline,1,0,1,1,0,1
Roselin,0,0,1,0,0,1
Persis,0,0,1,0,0,1
Ferdinande,1,0,1,0,0,1
Allyn,0,0,0,1,1,0
Welby,0,0,0,0,1,0
Melinda,1,1,1,0,0,1
Estelle,1,0,1,1,0,1
Lory,0,0,0,0,1,1
Stephie,1,0,1,0,0,1
Jaquenetta,1,1,1,0,0,1
Annalyse,1,0,1,1,1,1
